"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 11:12:40 GMT 2022","Thu Jun 30 11:12:44 GMT 2022","3114","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnRegistrationRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:23 GMT 2022","Thu Jun 30 11:13:35 GMT 2022","11859","","requirements.DataSavingTests","","requirements.DataSavingTests","testDataSavingArticleTitlesIntoFile","repetition 1 of 1",""
"passed","Thu Jun 30 11:12:58 GMT 2022","Thu Jun 30 11:13:02 GMT 2022","4063","","requirements.LogoutTests","","requirements.LogoutTests","testDoubleLogoutOnDifferentTabsWithLogoutButton","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:20 GMT 2022","Thu Jun 30 11:14:24 GMT 2022","4102","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:04 GMT 2022","Thu Jun 30 11:13:08 GMT 2022","3582","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsAccept","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:08 GMT 2022","Thu Jun 30 11:13:10 GMT 2022","1981","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:17 GMT 2022","Thu Jun 30 11:13:19 GMT 2022","1500","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAt","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:20 GMT 2022","Thu Jun 30 11:13:21 GMT 2022","1425","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 1",""
"passed","Thu Jun 30 11:12:44 GMT 2022","Thu Jun 30 11:12:58 GMT 2022","14613","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:08 GMT 2022","Thu Jun 30 11:14:10 GMT 2022","2045","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:42 GMT 2022","Thu Jun 30 11:13:43 GMT 2022","1029","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:03 GMT 2022","Thu Jun 30 11:14:08 GMT 2022","4278","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAt","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:10 GMT 2022","Thu Jun 30 11:14:14 GMT 2022","4199","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:57 GMT 2022","Thu Jun 30 11:13:59 GMT 2022","2234","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:14 GMT 2022","Thu Jun 30 11:14:18 GMT 2022","4225","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAt","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:56 GMT 2022","Thu Jun 30 11:13:57 GMT 2022","1060","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:35 GMT 2022","Thu Jun 30 11:13:42 GMT 2022","6767","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:19 GMT 2022","Thu Jun 30 11:13:20 GMT 2022","1425","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:02 GMT 2022","Thu Jun 30 11:13:04 GMT 2022","1569","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsClose","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:59 GMT 2022","Thu Jun 30 11:14:03 GMT 2022","4117","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:54 GMT 2022","Thu Jun 30 11:13:55 GMT 2022","1020","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:10 GMT 2022","Thu Jun 30 11:13:11 GMT 2022","1910","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testDataDeleteAccount","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:14 GMT 2022","Thu Jun 30 11:13:15 GMT 2022","1481","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:24 GMT 2022","Thu Jun 30 11:14:28 GMT 2022","4170","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:13:21 GMT 2022","Thu Jun 30 11:13:23 GMT 2022","1394","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:11 GMT 2022","Thu Jun 30 11:13:13 GMT 2022","1585","","requirements.DataListingTests","","requirements.DataListingTests","testDataListingOnFirstBlogPage","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:15 GMT 2022","Thu Jun 30 11:13:16 GMT 2022","823","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:13 GMT 2022","Thu Jun 30 11:13:14 GMT 2022","926","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 11:14:18 GMT 2022","Thu Jun 30 11:14:20 GMT 2022","1972","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:16 GMT 2022","Thu Jun 30 11:13:17 GMT 2022","813","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:43 GMT 2022","Thu Jun 30 11:13:54 GMT 2022","11370","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 11:13:55 GMT 2022","Thu Jun 30 11:13:56 GMT 2022","1045","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsUnregistered","repetition 1 of 1",""
