"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 05:31:20 GMT 2022","Sun Jul 03 05:31:22 GMT 2022","2042","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:45 GMT 2022","Sun Jul 03 05:30:56 GMT 2022","11342","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 1",""
"passed","Sun Jul 03 05:31:26 GMT 2022","Sun Jul 03 05:31:30 GMT 2022","4155","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:10 GMT 2022","Sun Jul 03 05:30:12 GMT 2022","1857","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:43 GMT 2022","Sun Jul 03 05:30:45 GMT 2022","1054","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:07 GMT 2022","Sun Jul 03 05:30:10 GMT 2022","3542","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsAccept","repetition 1 of 1",""
"passed","Sun Jul 03 05:31:01 GMT 2022","Sun Jul 03 05:31:05 GMT 2022","4027","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:12 GMT 2022","Sun Jul 03 05:30:14 GMT 2022","1764","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testDataDeleteAccount","repetition 1 of 1",""
"passed","Sun Jul 03 05:31:11 GMT 2022","Sun Jul 03 05:31:15 GMT 2022","4085","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:30:19 GMT 2022","Sun Jul 03 05:30:19 GMT 2022","814","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1",""
