"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 10:59:35 GMT 2022","Wed Jun 29 10:59:37 GMT 2022","1843","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","repetition 1 of 1","Username is empty test"
"passed","Wed Jun 29 11:00:08 GMT 2022","Wed Jun 29 11:00:12 GMT 2022","4684","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","repetition 1 of 1","Email, nothing before at test"
"passed","Wed Jun 29 10:59:02 GMT 2022","Wed Jun 29 10:59:04 GMT 2022","1620","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1","Description is empty test"
"passed","Wed Jun 29 10:59:44 GMT 2022","Wed Jun 29 10:59:48 GMT 2022","4750","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1","Checkbox is empty test"
"passed","Wed Jun 29 10:58:42 GMT 2022","Wed Jun 29 10:58:45 GMT 2022","2695","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testProfileDataDelete","repetition 1 of 1","Profile data delete test"
"passed","Wed Jun 29 10:58:19 GMT 2022","Wed Jun 29 10:58:35 GMT 2022","16037","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1","Data input on login repeatedly and continuously from datasource test"
"passed","Wed Jun 29 10:59:21 GMT 2022","Wed Jun 29 10:59:23 GMT 2022","1873","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 1","Password is empty test"
"failed","Wed Jun 29 10:59:04 GMT 2022","Wed Jun 29 10:59:06 GMT 2022","1640","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAt","repetition 1 of 1","Email without at test"
"passed","Wed Jun 29 10:58:17 GMT 2022","Wed Jun 29 10:58:23 GMT 2022","5459","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testAcceptTermsAndConditions","repetition 1 of 1","Accept test"
"failed","Wed Jun 29 10:59:09 GMT 2022","Wed Jun 29 10:59:10 GMT 2022","1560","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 1","Everything is empty test"
"passed","Wed Jun 29 10:59:13 GMT 2022","Wed Jun 29 10:59:21 GMT 2022","7633","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1","Pagination on blog page test"
"passed","Wed Jun 29 10:58:39 GMT 2022","Wed Jun 29 10:58:42 GMT 2022","2523","","requirements.DataListTests","","requirements.DataListTests","testDataListOnFirstBlogPage","repetition 1 of 1","Data list on first blog page test"
"passed","Wed Jun 29 10:59:10 GMT 2022","Wed Jun 29 10:59:13 GMT 2022","3044","","requirements.DataModifyTests","","requirements.DataModifyTests","testProfileDataModify","repetition 1 of 1","Profile data modify test"
"failed","Wed Jun 29 10:59:07 GMT 2022","Wed Jun 29 10:59:09 GMT 2022","1598","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 1","Email without dot test"
"passed","Wed Jun 29 10:59:01 GMT 2022","Wed Jun 29 10:59:02 GMT 2022","1578","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 1","Email and description are empty test"
"passed","Wed Jun 29 10:59:53 GMT 2022","Wed Jun 29 10:59:56 GMT 2022","2577","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 1","Everything is filled test"
"passed","Wed Jun 29 10:58:35 GMT 2022","Wed Jun 29 10:58:39 GMT 2022","4806","","requirements.LogoutTests","","requirements.LogoutTests","testLogoutTwiceOnDifferentTabsWithLogoutButton","repetition 1 of 1","Logout twice on different tabs with logout button test"
