"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 05:27:16 GMT 2022","Sun Jun 19 05:27:18 GMT 2022","1845","","requirements.LogoutTests","","requirements.LogoutTests","testLogoutWithLogoutButton","repetition 2 of 3",""
"passed","Sun Jun 19 05:25:22 GMT 2022","Sun Jun 19 05:25:34 GMT 2022","11552","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 3",""
"passed","Sun Jun 19 05:24:13 GMT 2022","Sun Jun 19 05:24:17 GMT 2022","4409","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 3",""
"passed","Sun Jun 19 05:23:52 GMT 2022","Sun Jun 19 05:23:57 GMT 2022","4461","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAtSign","repetition 1 of 3",""
"passed","Sun Jun 19 05:26:22 GMT 2022","Sun Jun 19 05:26:29 GMT 2022","7060","","requirements.PaginationTests","","requirements.PaginationTests","testPagination","repetition 3 of 3",""
"passed","Sun Jun 19 05:25:06 GMT 2022","Sun Jun 19 05:25:10 GMT 2022","4286","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAtSign","repetition 1 of 3",""
"passed","Sun Jun 19 05:26:05 GMT 2022","Sun Jun 19 05:26:07 GMT 2022","1184","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 2 of 3",""
"failed","Sun Jun 19 05:26:37 GMT 2022","Sun Jun 19 05:26:38 GMT 2022","968","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAtSign","repetition 3 of 3",""
"passed","Sun Jun 19 05:27:05 GMT 2022","Sun Jun 19 05:27:07 GMT 2022","1665","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testIgnoreTermsAndConditions","repetition 2 of 3",""
"passed","Sun Jun 19 05:22:52 GMT 2022","Sun Jun 19 05:23:07 GMT 2022","15487","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 3",""
"passed","Sun Jun 19 05:26:29 GMT 2022","Sun Jun 19 05:26:30 GMT 2022","963","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 3",""
"passed","Sun Jun 19 05:25:19 GMT 2022","Sun Jun 19 05:25:20 GMT 2022","1188","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 3",""
"passed","Sun Jun 19 05:23:07 GMT 2022","Sun Jun 19 05:23:23 GMT 2022","15102","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 2 of 3",""
"passed","Sun Jun 19 05:26:08 GMT 2022","Sun Jun 19 05:26:15 GMT 2022","7060","","requirements.PaginationTests","","requirements.PaginationTests","testPagination","repetition 1 of 3",""
