"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 11:22:44 GMT 2022","Thu Jun 30 11:22:51 GMT 2022","6969","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:15 GMT 2022","Thu Jun 30 11:22:17 GMT 2022","2201","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:51 GMT 2022","Thu Jun 30 11:22:52 GMT 2022","1168","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:23:07 GMT 2022","Thu Jun 30 11:23:10 GMT 2022","2471","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 1",""
"passed","Thu Jun 30 11:23:10 GMT 2022","Thu Jun 30 11:23:14 GMT 2022","4307","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:22:29 GMT 2022","Thu Jun 30 11:22:31 GMT 2022","1561","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 1",""
"passed","Thu Jun 30 11:23:21 GMT 2022","Thu Jun 30 11:23:25 GMT 2022","4301","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:23:30 GMT 2022","Thu Jun 30 11:23:32 GMT 2022","2244","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:22:27 GMT 2022","Thu Jun 30 11:22:29 GMT 2022","1596","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 11:22:31 GMT 2022","Thu Jun 30 11:22:32 GMT 2022","1533","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:21 GMT 2022","Thu Jun 30 11:22:22 GMT 2022","959","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 11:23:25 GMT 2022","Thu Jun 30 11:23:30 GMT 2022","4322","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAt","repetition 1 of 1",""
"passed","Thu Jun 30 11:23:36 GMT 2022","Thu Jun 30 11:23:41 GMT 2022","4329","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:25 GMT 2022","Thu Jun 30 11:22:26 GMT 2022","970","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 11:21:50 GMT 2022","Thu Jun 30 11:22:05 GMT 2022","14785","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:05 GMT 2022","Thu Jun 30 11:22:09 GMT 2022","4162","","requirements.LogoutTests","","requirements.LogoutTests","testDoubleLogoutOnDifferentTabsWithLogoutButton","repetition 1 of 1",""
"passed","Thu Jun 30 11:22:24 GMT 2022","Thu Jun 30 11:22:25 GMT 2022","954","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 1",""
