"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 06:13:42 GMT 2022","Thu Jun 30 06:14:04 GMT 2022","21550","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"failed","Thu Jun 30 06:13:46 GMT 2022","Thu Jun 30 06:13:50 GMT 2022","3964","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAt","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:44 GMT 2022","Thu Jun 30 06:13:46 GMT 2022","1720","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:49 GMT 2022","Thu Jun 30 06:13:55 GMT 2022","6140","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsAccept","repetition 1 of 1",""
"passed","Thu Jun 30 06:15:15 GMT 2022","Thu Jun 30 06:15:19 GMT 2022","4724","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:34 GMT 2022","Thu Jun 30 06:13:42 GMT 2022","7847","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnRegistrationRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"failed","Thu Jun 30 06:14:44 GMT 2022","Thu Jun 30 06:14:47 GMT 2022","2761","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 1",""
"failed","Thu Jun 30 06:13:50 GMT 2022","Thu Jun 30 06:13:53 GMT 2022","3152","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:42 GMT 2022","Thu Jun 30 06:14:43 GMT 2022","1153","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsUnregistered","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:06 GMT 2022","Thu Jun 30 06:14:08 GMT 2022","2105","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testDataDeleteAccount","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:20 GMT 2022","Thu Jun 30 06:14:28 GMT 2022","7323","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:29 GMT 2022","Thu Jun 30 06:14:41 GMT 2022","11656","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 06:15:08 GMT 2022","Thu Jun 30 06:15:10 GMT 2022","2343","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"failed","Thu Jun 30 06:13:56 GMT 2022","Thu Jun 30 06:13:59 GMT 2022","3198","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:47 GMT 2022","Thu Jun 30 06:14:51 GMT 2022","4577","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:15:03 GMT 2022","Thu Jun 30 06:15:08 GMT 2022","4495","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAt","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:43 GMT 2022","Thu Jun 30 06:14:44 GMT 2022","1291","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:44 GMT 2022","Thu Jun 30 06:13:49 GMT 2022","4190","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsClose","repetition 1 of 1",""
"passed","Thu Jun 30 06:15:10 GMT 2022","Thu Jun 30 06:15:15 GMT 2022","4590","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:08 GMT 2022","Thu Jun 30 06:14:20 GMT 2022","12221","","requirements.DataSavingTests","","requirements.DataSavingTests","testDataSavingArticleTitlesIntoFile","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:34 GMT 2022","Thu Jun 30 06:13:39 GMT 2022","4772","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 1",""
"failed","Thu Jun 30 06:13:39 GMT 2022","Thu Jun 30 06:13:43 GMT 2022","3775","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:51 GMT 2022","Thu Jun 30 06:14:56 GMT 2022","4619","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAt","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:04 GMT 2022","Thu Jun 30 06:14:06 GMT 2022","2172","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"passed","Thu Jun 30 06:14:56 GMT 2022","Thu Jun 30 06:14:59 GMT 2022","2447","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 06:13:34 GMT 2022","Thu Jun 30 06:13:44 GMT 2022","10088","","requirements.LogoutTests","","requirements.LogoutTests","testDoubleLogoutOnDifferentTabsWithLogoutButton","repetition 1 of 1",""
