"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 17 06:10:45 GMT 2022","Fri Jun 17 06:10:46 GMT 2022","917","","RegistrationTests","","RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:36 GMT 2022","Fri Jun 17 06:10:37 GMT 2022","1007","","RegistrationTests","","RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:05 GMT 2022","Fri Jun 17 06:09:10 GMT 2022","4974","","DataInputTests","","DataInputTests","testDataInputNameEmpty","repetition 2 of 2",""
"failed","Fri Jun 17 06:08:37 GMT 2022","Fri Jun 17 06:08:39 GMT 2022","2585","","DataInputTests","","DataInputTests","testDataInputEmailWithoutDot","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:50 GMT 2022","Fri Jun 17 06:09:51 GMT 2022","1246","","LoginTests","","LoginTests","testLoginPasswordIsEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:11:03 GMT 2022","Fri Jun 17 06:11:05 GMT 2022","1976","","DataListingTests","","DataListingTests","testDataListing","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:25 GMT 2022","Fri Jun 17 06:09:29 GMT 2022","4773","","DataInputTests","","DataInputTests","testDataInputCheckboxEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:08:57 GMT 2022","Fri Jun 17 06:09:00 GMT 2022","2710","","DataInputTests","","DataInputTests","testDataInputEverythingIsFilled","repetition 2 of 2",""
"failed","Fri Jun 17 06:10:48 GMT 2022","Fri Jun 17 06:10:49 GMT 2022","1012","","RegistrationTests","","RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 2",""
"failed","Fri Jun 17 06:10:46 GMT 2022","Fri Jun 17 06:10:47 GMT 2022","956","","RegistrationTests","","RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:11:07 GMT 2022","Fri Jun 17 06:11:09 GMT 2022","1854","","LogoutTests","","LogoutTests","testLogoutWithLogoutButton","repetition 1 of 2",""
"passed","Fri Jun 17 06:08:42 GMT 2022","Fri Jun 17 06:08:44 GMT 2022","2459","","DataInputTests","","DataInputTests","testDataInputMessageEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:22 GMT 2022","Fri Jun 17 06:10:29 GMT 2022","7187","","PaginationTests","","PaginationTests","testPagination","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:42 GMT 2022","Fri Jun 17 06:10:43 GMT 2022","923","","RegistrationTests","","RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:03 GMT 2022","Fri Jun 17 06:10:15 GMT 2022","11667","","LoginTests","","LoginTests","testLoginEverythingIsFilled","repetition 2 of 2",""
"passed","Fri Jun 17 06:08:44 GMT 2022","Fri Jun 17 06:08:49 GMT 2022","4943","","DataInputTests","","DataInputTests","testDataInputEmailNothingBeforeAtSign","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:44 GMT 2022","Fri Jun 17 06:10:45 GMT 2022","946","","RegistrationTests","","RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:34 GMT 2022","Fri Jun 17 06:09:39 GMT 2022","4904","","DataInputTests","","DataInputTests","testDataInputEmailWithoutAtSign","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:20 GMT 2022","Fri Jun 17 06:09:25 GMT 2022","4852","","DataInputTests","","DataInputTests","testDataInputCheckboxEmpty","repetition 1 of 2",""
"failed","Fri Jun 17 06:10:51 GMT 2022","Fri Jun 17 06:10:52 GMT 2022","913","","RegistrationTests","","RegistrationTests","testRegistrationEverythingIsEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:44 GMT 2022","Fri Jun 17 06:09:49 GMT 2022","4728","","DataInputTests","","DataInputTests","testDataInputEmailNothingAfterAtSign","repetition 2 of 2",""
"failed","Fri Jun 17 06:10:49 GMT 2022","Fri Jun 17 06:10:50 GMT 2022","983","","RegistrationTests","","RegistrationTests","testRegistrationEmailWithoutDot","repetition 2 of 2",""
"passed","Fri Jun 17 06:08:32 GMT 2022","Fri Jun 17 06:08:34 GMT 2022","1362","","DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testReadFromFile","testReadFromFile()",""
"passed","Fri Jun 17 06:11:00 GMT 2022","Fri Jun 17 06:11:02 GMT 2022","1724","","TermsAndConditionsTests","","TermsAndConditionsTests","testIgnoreTermsAndConditions","repetition 1 of 2",""
"passed","Fri Jun 17 06:08:49 GMT 2022","Fri Jun 17 06:08:54 GMT 2022","5094","","DataInputTests","","DataInputTests","testDataInputEmailNothingBeforeAtSign","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:29 GMT 2022","Fri Jun 17 06:09:34 GMT 2022","4901","","DataInputTests","","DataInputTests","testDataInputEmailWithoutAtSign","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:49 GMT 2022","Fri Jun 17 06:09:50 GMT 2022","1289","","LoginTests","","LoginTests","testLoginPasswordIsEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:11:05 GMT 2022","Fri Jun 17 06:11:07 GMT 2022","1900","","DataListingTests","","DataListingTests","testDataListing","repetition 2 of 2",""
"passed","Fri Jun 17 06:11:02 GMT 2022","Fri Jun 17 06:11:03 GMT 2022","1795","","TermsAndConditionsTests","","TermsAndConditionsTests","testIgnoreTermsAndConditions","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:00 GMT 2022","Fri Jun 17 06:09:05 GMT 2022","5100","","DataInputTests","","DataInputTests","testDataInputNameEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:52 GMT 2022","Fri Jun 17 06:10:56 GMT 2022","4029","","TermsAndConditionsTests","","TermsAndConditionsTests","testAcceptTermsAndConditions","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:17 GMT 2022","Fri Jun 17 06:10:19 GMT 2022","1214","","LoginTests","","LoginTests","testLoginUsernameIsUnregistered","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:29 GMT 2022","Fri Jun 17 06:10:36 GMT 2022","7047","","PaginationTests","","PaginationTests","testPagination","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:15 GMT 2022","Fri Jun 17 06:10:16 GMT 2022","1258","","LoginTests","","LoginTests","testLoginUsernameIsEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:11:09 GMT 2022","Fri Jun 17 06:11:11 GMT 2022","1872","","LogoutTests","","LogoutTests","testLogoutWithLogoutButton","repetition 2 of 2",""
"failed","Fri Jun 17 06:10:38 GMT 2022","Fri Jun 17 06:10:39 GMT 2022","993","","RegistrationTests","","RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:10 GMT 2022","Fri Jun 17 06:09:15 GMT 2022","4877","","DataInputTests","","DataInputTests","testDataInputEmailEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:16 GMT 2022","Fri Jun 17 06:10:17 GMT 2022","1197","","LoginTests","","LoginTests","testLoginUsernameIsEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:43 GMT 2022","Fri Jun 17 06:10:44 GMT 2022","954","","RegistrationTests","","RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:52 GMT 2022","Fri Jun 17 06:10:03 GMT 2022","11726","","LoginTests","","LoginTests","testLoginEverythingIsFilled","repetition 1 of 2",""
"failed","Fri Jun 17 06:10:39 GMT 2022","Fri Jun 17 06:10:40 GMT 2022","988","","RegistrationTests","","RegistrationTests","testRegistrationUsernameIsEmpty","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:19 GMT 2022","Fri Jun 17 06:10:20 GMT 2022","1197","","LoginTests","","LoginTests","testLoginUsernameIsUnregistered","repetition 2 of 2",""
"passed","Fri Jun 17 06:08:39 GMT 2022","Fri Jun 17 06:08:42 GMT 2022","2508","","DataInputTests","","DataInputTests","testDataInputMessageEmpty","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:37 GMT 2022","Fri Jun 17 06:10:38 GMT 2022","987","","RegistrationTests","","RegistrationTests","testRegistrationEverythingIsFilled","repetition 2 of 2",""
"failed","Fri Jun 17 06:10:41 GMT 2022","Fri Jun 17 06:10:42 GMT 2022","989","","RegistrationTests","","RegistrationTests","testRegistrationEmailWithoutAtSign","repetition 2 of 2",""
"passed","Fri Jun 17 06:09:15 GMT 2022","Fri Jun 17 06:09:20 GMT 2022","4977","","DataInputTests","","DataInputTests","testDataInputEmailEmpty","repetition 2 of 2",""
"failed","Fri Jun 17 06:10:50 GMT 2022","Fri Jun 17 06:10:51 GMT 2022","912","","RegistrationTests","","RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 2",""
"failed","Fri Jun 17 06:10:40 GMT 2022","Fri Jun 17 06:10:41 GMT 2022","957","","RegistrationTests","","RegistrationTests","testRegistrationEmailWithoutAtSign","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:20 GMT 2022","Fri Jun 17 06:10:21 GMT 2022","1219","","LoginTests","","LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 2",""
"passed","Fri Jun 17 06:09:39 GMT 2022","Fri Jun 17 06:09:44 GMT 2022","5053","","DataInputTests","","DataInputTests","testDataInputEmailNothingAfterAtSign","repetition 1 of 2",""
"passed","Fri Jun 17 06:08:54 GMT 2022","Fri Jun 17 06:08:57 GMT 2022","2691","","DataInputTests","","DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 2",""
"passed","Fri Jun 17 06:10:21 GMT 2022","Fri Jun 17 06:10:22 GMT 2022","1173","","LoginTests","","LoginTests","testLoginPasswordIsUnregistered","repetition 2 of 2",""
"passed","Fri Jun 17 06:10:56 GMT 2022","Fri Jun 17 06:11:00 GMT 2022","3963","","TermsAndConditionsTests","","TermsAndConditionsTests","testAcceptTermsAndConditions","repetition 2 of 2",""
"failed","Fri Jun 17 06:08:34 GMT 2022","Fri Jun 17 06:08:37 GMT 2022","2749","","DataInputTests","","DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 2",""
"failed","Fri Jun 17 06:10:47 GMT 2022","Fri Jun 17 06:10:48 GMT 2022","972","","RegistrationTests","","RegistrationTests","testRegistrationPasswordIsEmpty","repetition 2 of 2",""
