"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 05:33:39 GMT 2022","Sun Jul 03 05:33:40 GMT 2022","950","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:37 GMT 2022","Sun Jul 03 05:33:38 GMT 2022","978","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","repetition 1 of 1",""
"failed","Sun Jul 03 05:33:03 GMT 2022","Sun Jul 03 05:33:05 GMT 2022","1395","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:18 GMT 2022","Sun Jul 03 05:33:24 GMT 2022","6615","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:28 GMT 2022","Sun Jul 03 05:32:43 GMT 2022","14201","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:57 GMT 2022","Sun Jul 03 05:32:57 GMT 2022","792","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 1 of 1",""
"passed","Sun Jul 03 05:34:02 GMT 2022","Sun Jul 03 05:34:06 GMT 2022","3984","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:00 GMT 2022","Sun Jul 03 05:33:00 GMT 2022","790","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:50 GMT 2022","Sun Jul 03 05:33:52 GMT 2022","1921","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 1",""
"failed","Sun Jul 03 05:32:57 GMT 2022","Sun Jul 03 05:32:59 GMT 2022","1416","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 1",""
"failed","Sun Jul 03 05:33:02 GMT 2022","Sun Jul 03 05:33:03 GMT 2022","1397","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:43 GMT 2022","Sun Jul 03 05:32:47 GMT 2022","3948","","requirements.LogoutTests","","requirements.LogoutTests","testDoubleLogoutOnDifferentTabsWithLogoutButton","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:53 GMT 2022","Sun Jul 03 05:32:55 GMT 2022","1665","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testDataDeleteAccount","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:25 GMT 2022","Sun Jul 03 05:33:37 GMT 2022","11300","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:46 GMT 2022","Sun Jul 03 05:33:50 GMT 2022","4059","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAt","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:42 GMT 2022","Sun Jul 03 05:33:46 GMT 2022","3950","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:55 GMT 2022","Sun Jul 03 05:32:57 GMT 2022","1541","","requirements.DataListingTests","","requirements.DataListingTests","testDataListingOnFirstBlogPage","repetition 1 of 1",""
"failed","Sun Jul 03 05:33:00 GMT 2022","Sun Jul 03 05:33:02 GMT 2022","1410","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAt","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:48 GMT 2022","Sun Jul 03 05:32:52 GMT 2022","3507","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsAccept","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:24 GMT 2022","Sun Jul 03 05:33:25 GMT 2022","992","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:59 GMT 2022","Sun Jul 03 05:33:00 GMT 2022","820","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:52 GMT 2022","Sun Jul 03 05:33:56 GMT 2022","4043","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:56 GMT 2022","Sun Jul 03 05:34:00 GMT 2022","4016","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAt","repetition 1 of 1",""
"failed","Sun Jul 03 05:33:40 GMT 2022","Sun Jul 03 05:33:42 GMT 2022","2117","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:26 GMT 2022","Sun Jul 03 05:32:28 GMT 2022","2828","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnRegistrationRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:52 GMT 2022","Sun Jul 03 05:32:53 GMT 2022","1807","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"passed","Sun Jul 03 05:34:06 GMT 2022","Sun Jul 03 05:34:10 GMT 2022","4094","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:34:00 GMT 2022","Sun Jul 03 05:34:02 GMT 2022","1831","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:06 GMT 2022","Sun Jul 03 05:33:18 GMT 2022","11807","","requirements.DataSavingTests","","requirements.DataSavingTests","testDataSavingArticleTitlesIntoFile","repetition 1 of 1",""
"passed","Sun Jul 03 05:32:47 GMT 2022","Sun Jul 03 05:32:48 GMT 2022","1448","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsClose","repetition 1 of 1",""
"failed","Sun Jul 03 05:33:05 GMT 2022","Sun Jul 03 05:33:06 GMT 2022","1405","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 1",""
"passed","Sun Jul 03 05:33:38 GMT 2022","Sun Jul 03 05:33:39 GMT 2022","1038","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsUnregistered","repetition 1 of 1",""
