"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 10:58:08 GMT 2022","Thu Jun 30 10:58:12 GMT 2022","3953","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsAccept","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:19 GMT 2022","Thu Jun 30 10:59:22 GMT 2022","2603","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:14 GMT 2022","Thu Jun 30 10:59:19 GMT 2022","4945","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAt","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:30 GMT 2022","Thu Jun 30 10:58:43 GMT 2022","12516","","requirements.DataSavingTests","","requirements.DataSavingTests","testDataSavingArticleTitlesIntoFile","repetition 1 of 1",""
"failed","Thu Jun 30 10:58:25 GMT 2022","Thu Jun 30 10:58:27 GMT 2022","1649","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:06 GMT 2022","Thu Jun 30 10:58:08 GMT 2022","1800","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testTermsAndConditionsClose","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:34 GMT 2022","Thu Jun 30 10:59:38 GMT 2022","4712","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:17 GMT 2022","Thu Jun 30 10:58:19 GMT 2022","2155","","requirements.DataListingTests","","requirements.DataListingTests","testDataListingOnFirstBlogPage","repetition 1 of 1",""
"failed","Thu Jun 30 10:58:20 GMT 2022","Thu Jun 30 10:58:21 GMT 2022","1657","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:14 GMT 2022","Thu Jun 30 10:58:17 GMT 2022","2323","","requirements.DataDeleteTests","","requirements.DataDeleteTests","testDataDeleteAccount","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:43 GMT 2022","Thu Jun 30 10:58:50 GMT 2022","7087","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","repetition 1 of 1",""
"passed","Thu Jun 30 10:58:12 GMT 2022","Thu Jun 30 10:58:14 GMT 2022","2525","","requirements.DataModifyingTests","","requirements.DataModifyingTests","testDataModifyingProfile","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:38 GMT 2022","Thu Jun 30 10:59:43 GMT 2022","4828","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:31 GMT 2022","Thu Jun 30 10:59:34 GMT 2022","2571","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageIsEmpty","repetition 1 of 1",""
"passed","Thu Jun 30 10:59:05 GMT 2022","Thu Jun 30 10:59:06 GMT 2022","1261","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 1",""
