"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jun 18 10:33:41 GMT 2022","Sat Jun 18 10:33:41 GMT 2022","801","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:36 GMT 2022","Sat Jun 18 10:33:37 GMT 2022","779","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 1 of 2",""
"failed","Sat Jun 18 10:31:45 GMT 2022","Sat Jun 18 10:31:47 GMT 2022","1959","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:31 GMT 2022","Sat Jun 18 10:33:32 GMT 2022","813","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:24 GMT 2022","Sat Jun 18 10:32:28 GMT 2022","4173","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:08 GMT 2022","Sat Jun 18 10:32:12 GMT 2022","4130","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:39 GMT 2022","Sat Jun 18 10:33:40 GMT 2022","843","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:16 GMT 2022","Sat Jun 18 10:32:20 GMT 2022","4049","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailEmpty","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:38 GMT 2022","Sat Jun 18 10:33:39 GMT 2022","810","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:33 GMT 2022","Sat Jun 18 10:33:34 GMT 2022","853","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAtSign","repetition 2 of 2",""
"passed","Sat Jun 18 10:31:12 GMT 2022","Sat Jun 18 10:31:14 GMT 2022","2354","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnRegistrationRepeatedlyAndContinuouslyFromDatasource","repetition 2 of 2",""
"passed","Sat Jun 18 10:31:47 GMT 2022","Sat Jun 18 10:31:49 GMT 2022","2009","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:15 GMT 2022","Sat Jun 18 10:33:16 GMT 2022","1040","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 2 of 2",""
"passed","Sat Jun 18 10:31:49 GMT 2022","Sat Jun 18 10:31:51 GMT 2022","1957","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputMessageEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:00 GMT 2022","Sat Jun 18 10:32:02 GMT 2022","2081","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 1 of 2",""
"failed","Sat Jun 18 10:33:33 GMT 2022","Sat Jun 18 10:33:33 GMT 2022","796","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutAtSign","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:47 GMT 2022","Sat Jun 18 10:32:59 GMT 2022","11357","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:51 GMT 2022","Sat Jun 18 10:33:52 GMT 2022","1410","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testIgnoreTermsAndConditions","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:52 GMT 2022","Sat Jun 18 10:33:54 GMT 2022","1596","","requirements.DataListingTests","","requirements.DataListingTests","testDataListing","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:46 GMT 2022","Sat Jun 18 10:32:47 GMT 2022","1063","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:33 GMT 2022","Sat Jun 18 10:32:37 GMT 2022","4208","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAtSign","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:04 GMT 2022","Sat Jun 18 10:32:08 GMT 2022","4115","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputNameEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:28 GMT 2022","Sat Jun 18 10:32:33 GMT 2022","4143","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAtSign","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:20 GMT 2022","Sat Jun 18 10:32:24 GMT 2022","4045","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:14 GMT 2022","Sat Jun 18 10:33:15 GMT 2022","1020","","requirements.LoginTests","","requirements.LoginTests","testLoginPasswordIsUnregistered","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:46 GMT 2022","Sat Jun 18 10:33:49 GMT 2022","3467","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testAcceptTermsAndConditions","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:42 GMT 2022","Sat Jun 18 10:33:42 GMT 2022","756","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:12 GMT 2022","Sat Jun 18 10:32:16 GMT 2022","4208","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:31:08 GMT 2022","Sat Jun 18 10:31:12 GMT 2022","3015","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnRegistrationRepeatedlyAndContinuouslyFromDatasource","repetition 1 of 2",""
"passed","Sat Jun 18 10:32:59 GMT 2022","Sat Jun 18 10:33:10 GMT 2022","11309","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:42 GMT 2022","Sat Jun 18 10:33:46 GMT 2022","3486","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testAcceptTermsAndConditions","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:49 GMT 2022","Sat Jun 18 10:33:51 GMT 2022","1405","","requirements.TermsAndConditionsTests","","requirements.TermsAndConditionsTests","testIgnoreTermsAndConditions","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:57 GMT 2022","Sat Jun 18 10:33:58 GMT 2022","1470","","requirements.LogoutTests","","requirements.LogoutTests","testLogoutWithLogoutButton","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:34 GMT 2022","Sat Jun 18 10:33:35 GMT 2022","791","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:55 GMT 2022","Sat Jun 18 10:33:57 GMT 2022","1440","","requirements.LogoutTests","","requirements.LogoutTests","testLogoutWithLogoutButton","repetition 1 of 2",""
"passed","Sat Jun 18 10:31:29 GMT 2022","Sat Jun 18 10:31:43 GMT 2022","14627","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:02 GMT 2022","Sat Jun 18 10:32:04 GMT 2022","2032","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEverythingIsFilled","repetition 2 of 2",""
"failed","Sat Jun 18 10:31:43 GMT 2022","Sat Jun 18 10:31:45 GMT 2022","2043","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutDot","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:30 GMT 2022","Sat Jun 18 10:33:31 GMT 2022","804","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:37 GMT 2022","Sat Jun 18 10:33:38 GMT 2022","807","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationPasswordIsEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:35 GMT 2022","Sat Jun 18 10:33:36 GMT 2022","794","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailAndDescriptionAreEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:10 GMT 2022","Sat Jun 18 10:33:11 GMT 2022","991","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:37 GMT 2022","Sat Jun 18 10:33:37 GMT 2022","823","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationDescriptionIsEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:12 GMT 2022","Sat Jun 18 10:33:13 GMT 2022","1020","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsUnregistered","repetition 1 of 2",""
"passed","Sat Jun 18 10:33:11 GMT 2022","Sat Jun 18 10:33:12 GMT 2022","978","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:23 GMT 2022","Sat Jun 18 10:33:29 GMT 2022","6666","","requirements.PaginationTests","","requirements.PaginationTests","testPagination","repetition 2 of 2",""
"passed","Sat Jun 18 10:32:41 GMT 2022","Sat Jun 18 10:32:45 GMT 2022","4092","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAtSign","repetition 2 of 2",""
"failed","Sat Jun 18 10:33:40 GMT 2022","Sat Jun 18 10:33:41 GMT 2022","821","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEmailWithoutDot","repetition 2 of 2",""
"passed","Sat Jun 18 10:33:13 GMT 2022","Sat Jun 18 10:33:14 GMT 2022","988","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsUnregistered","repetition 2 of 2",""
